Iteration No		x1			x2			x3			Error
58		0.50000			0.00037			-0.51668			0.000000E+000
59		0.50000			0.00037			-0.51668			0.000000E+000
60		0.50000			0.00037			-0.51668			0.000000E+000
61		0.50000			0.00037			-0.51668			0.000000E+000
62		0.50000			0.00037			-0.51668			0.000000E+000
63		0.50000			0.00037			-0.51668			0.000000E+000
64		0.50000			0.00037			-0.51668			0.000000E+000
65		0.50000			0.00037			-0.51668			0.000000E+000
66		0.50000			0.00037			-0.51668			0.000000E+000
67		0.50000			0.00037			-0.51668			0.000000E+000
68		0.50000			0.00037			-0.51668			0.000000E+000
69		0.50000			0.00037			-0.51668			0.000000E+000
70		0.50000			0.00037			-0.51668			0.000000E+000
71		0.50000			0.00037			-0.51668			0.000000E+000
72		0.50000			0.00037			-0.51668			0.000000E+000
73		0.50000			0.00037			-0.51668			0.000000E+000
74		0.50000			0.00037			-0.51668			0.000000E+000
75		0.50000			0.00037			-0.51668			0.000000E+000
76		0.50000			0.00037			-0.51668			0.000000E+000
77		0.50000			0.00037			-0.51668			0.000000E+000
78		0.50000			0.00037			-0.51668			0.000000E+000
79		0.50000			0.00037			-0.51668			0.000000E+000
80		0.50000			0.00037			-0.51668			0.000000E+000
81		0.50000			0.00037			-0.51668			0.000000E+000
82		0.50000			0.00037			-0.51668			0.000000E+000
83		0.50000			0.00037			-0.51668			0.000000E+000
84		0.50000			0.00037			-0.51668			0.000000E+000
85		0.50000			0.00037			-0.51668			0.000000E+000
86		0.50000			0.00037			-0.51668			0.000000E+000
87		0.50000			0.00037			-0.51668			0.000000E+000
88		0.50000			0.00037			-0.51668			0.000000E+000
89		0.50000			0.00037			-0.51668			0.000000E+000
90		0.50000			0.00037			-0.51668			0.000000E+000
91		0.50000			0.00037			-0.51668			0.000000E+000
92		0.50000			0.00037			-0.51668			0.000000E+000
93		0.50000			0.00037			-0.51668			0.000000E+000
94		0.50000			0.00037			-0.51668			0.000000E+000
95		0.50000			0.00037			-0.51668			0.000000E+000
96		0.50000			0.00037			-0.51668			0.000000E+000
97		0.50000			0.00037			-0.51668			0.000000E+000
98		0.50000			0.00037			-0.51668			0.000000E+000
99		0.50000			0.00037			-0.51668			0.000000E+000
100		0.50000			0.00037			-0.51668			0.000000E+000
101		0.50000			0.00037			-0.51668			0.000000E+000
102		0.50000			0.00037			-0.51668			0.000000E+000
103		0.50000			0.00037			-0.51668			0.000000E+000
104		0.50000			0.00037			-0.51668			0.000000E+000
105		0.50000			0.00037			-0.51668			0.000000E+000
106		0.50000			0.00037			-0.51668			0.000000E+000
107		0.50000			0.00037			-0.51668			0.000000E+000
108		0.50000			0.00037			-0.51668			0.000000E+000
109		0.50000			0.00037			-0.51668			0.000000E+000
110		0.50000			0.00037			-0.51668			0.000000E+000
111		0.50000			0.00037			-0.51668			0.000000E+000
112		0.50000			0.00037			-0.51668			0.000000E+000
113		0.50000			0.00037			-0.51668			0.000000E+000
114		0.50000			0.00037			-0.51668			0.000000E+000
115		0.50000			0.00037			-0.51668			0.000000E+000
116		0.50000			0.00037			-0.51668			0.000000E+000
117		0.50000			0.00037			-0.51668			0.000000E+000
118		0.50000			0.00037			-0.51668			0.000000E+000
119		0.50000			0.00037			-0.51668			0.000000E+000
120		0.50000			0.00037			-0.51668			0.000000E+000
121		0.50000			0.00037			-0.51668			0.000000E+000
122		0.50000			0.00037			-0.51668			0.000000E+000
123		0.50000			0.00037			-0.51668			0.000000E+000
124		0.50000			0.00037			-0.51668			0.000000E+000
125		0.50000			0.00037			-0.51668			0.000000E+000
126		0.50000			0.00037			-0.51668			0.000000E+000
127		0.50000			0.00037			-0.51668			0.000000E+000
128		0.50000			0.00037			-0.51668			0.000000E+000
129		0.50000			0.00037			-0.51668			0.000000E+000
130		0.50000			0.00037			-0.51668			0.000000E+000
131		0.50000			0.00037			-0.51668			0.000000E+000
132		0.50000			0.00037			-0.51668			0.000000E+000
133		0.50000			0.00037			-0.51668			0.000000E+000
134		0.50000			0.00037			-0.51668			0.000000E+000
135		0.50000			0.00037			-0.51668			0.000000E+000
136		0.50000			0.00037			-0.51668			0.000000E+000
137		0.50000			0.00037			-0.51668			0.000000E+000
138		0.50000			0.00037			-0.51668			0.000000E+000
139		0.50000			0.00037			-0.51668			0.000000E+000
140		0.50000			0.00037			-0.51668			0.000000E+000
141		0.50000			0.00037			-0.51668			0.000000E+000
142		0.50000			0.00037			-0.51668			0.000000E+000
143		0.50000			0.00037			-0.51668			0.000000E+000
144		0.50000			0.00037			-0.51668			0.000000E+000
145		0.50000			0.00037			-0.51668			0.000000E+000
146		0.50000			0.00037			-0.51668			0.000000E+000
147		0.50000			0.00037			-0.51668			0.000000E+000
148		0.50000			0.00037			-0.51668			0.000000E+000
149		0.50000			0.00037			-0.51668			0.000000E+000
150		0.50000			0.00037			-0.51668			0.000000E+000
151		0.50000			0.00037			-0.51668			0.000000E+000
152		0.50000			0.00037			-0.51668			0.000000E+000
153		0.50000			0.00037			-0.51668			0.000000E+000
154		0.50000			0.00037			-0.51668			0.000000E+000
155		0.50000			0.00037			-0.51668			0.000000E+000
156		0.50000			0.00037			-0.51668			0.000000E+000
157		0.50000			0.00037			-0.51668			0.000000E+000
158		0.50000			0.00037			-0.51668			0.000000E+000
159		0.50000			0.00037			-0.51668			0.000000E+000
160		0.50000			0.00037			-0.51668			0.000000E+000
161		0.50000			0.00037			-0.51668			0.000000E+000
162		0.50000			0.00037			-0.51668			0.000000E+000
163		0.50000			0.00037			-0.51668			0.000000E+000
164		0.50000			0.00037			-0.51668			0.000000E+000
165		0.50000			0.00037			-0.51668			0.000000E+000
166		0.50000			0.00037			-0.51668			0.000000E+000
167		0.50000			0.00037			-0.51668			0.000000E+000
168		0.50000			0.00037			-0.51668			0.000000E+000
169		0.50000			0.00037			-0.51668			0.000000E+000
170		0.50000			0.00037			-0.51668			0.000000E+000
171		0.50000			0.00037			-0.51668			0.000000E+000
172		0.50000			0.00037			-0.51668			0.000000E+000
173		0.50000			0.00037			-0.51668			0.000000E+000
174		0.50000			0.00037			-0.51668			0.000000E+000
175		0.50000			0.00037			-0.51668			0.000000E+000
176		0.50000			0.00037			-0.51668			0.000000E+000
177		0.50000			0.00037			-0.51668			0.000000E+000
178		0.50000			0.00037			-0.51668			0.000000E+000
179		0.50000			0.00037			-0.51668			0.000000E+000
180		0.50000			0.00037			-0.51668			0.000000E+000
181		0.50000			0.00037			-0.51668			0.000000E+000
182		0.50000			0.00037			-0.51668			0.000000E+000
183		0.50000			0.00037			-0.51668			0.000000E+000
184		0.50000			0.00037			-0.51668			0.000000E+000
185		0.50000			0.00037			-0.51668			0.000000E+000
186		0.50000			0.00037			-0.51668			0.000000E+000
187		0.50000			0.00037			-0.51668			0.000000E+000
188		0.50000			0.00037			-0.51668			0.000000E+000
189		0.50000			0.00037			-0.51668			0.000000E+000
190		0.50000			0.00037			-0.51668			0.000000E+000
191		0.50000			0.00037			-0.51668			0.000000E+000
192		0.50000			0.00037			-0.51668			0.000000E+000
193		0.50000			0.00037			-0.51668			0.000000E+000
194		0.50000			0.00037			-0.51668			0.000000E+000
195		0.50000			0.00037			-0.51668			0.000000E+000
196		0.50000			0.00037			-0.51668			0.000000E+000
197		0.50000			0.00037			-0.51668			0.000000E+000
198		0.50000			0.00037			-0.51668			0.000000E+000
199		0.50000			0.00037			-0.51668			0.000000E+000
200		0.50000			0.00037			-0.51668			0.000000E+000
201		0.50000			0.00037			-0.51668			0.000000E+000
202		0.50000			0.00037			-0.51668			0.000000E+000
203		0.50000			0.00037			-0.51668			0.000000E+000
204		0.50000			0.00037			-0.51668			0.000000E+000
205		0.50000			0.00037			-0.51668			0.000000E+000
206		0.50000			0.00037			-0.51668			0.000000E+000
207		0.50000			0.00037			-0.51668			0.000000E+000
208		0.50000			0.00037			-0.51668			0.000000E+000
209		0.50000			0.00037			-0.51668			0.000000E+000
210		0.50000			0.00037			-0.51668			0.000000E+000
211		0.50000			0.00037			-0.51668			0.000000E+000
212		0.50000			0.00037			-0.51668			0.000000E+000
213		0.50000			0.00037			-0.51668			0.000000E+000
214		0.50000			0.00037			-0.51668			0.000000E+000
215		0.50000			0.00037			-0.51668			0.000000E+000
216		0.50000			0.00037			-0.51668			0.000000E+000
217		0.50000			0.00037			-0.51668			0.000000E+000
218		0.50000			0.00037			-0.51668			0.000000E+000
219		0.50000			0.00037			-0.51668			0.000000E+000
220		0.50000			0.00037			-0.51668			0.000000E+000
221		0.50000			0.00037			-0.51668			0.000000E+000
222		0.50000			0.00037			-0.51668			0.000000E+000
223		0.50000			0.00037			-0.51668			0.000000E+000
224		0.50000			0.00037			-0.51668			0.000000E+000
225		0.50000			0.00037			-0.51668			0.000000E+000
226		0.50000			0.00037			-0.51668			0.000000E+000
227		0.50000			0.00037			-0.51668			0.000000E+000
228		0.50000			0.00037			-0.51668			0.000000E+000
229		0.50000			0.00037			-0.51668			0.000000E+000
230		0.50000			0.00037			-0.51668			0.000000E+000
231		0.50000			0.00037			-0.51668			0.000000E+000
232		0.50000			0.00037			-0.51668			0.000000E+000
233		0.50000			0.00037			-0.51668			0.000000E+000
234		0.50000			0.00037			-0.51668			0.000000E+000
235		0.50000			0.00037			-0.51668			0.000000E+000
236		0.50000			0.00037			-0.51668			0.000000E+000
237		0.50000			0.00037			-0.51668			0.000000E+000
238		0.50000			0.00037			-0.51668			0.000000E+000
239		0.50000			0.00037			-0.51668			0.000000E+000
240		0.50000			0.00037			-0.51668			0.000000E+000
241		0.50000			0.00037			-0.51668			0.000000E+000
242		0.50000			0.00037			-0.51668			0.000000E+000
243		0.50000			0.00037			-0.51668			0.000000E+000
244		0.50000			0.00037			-0.51668			0.000000E+000
245		0.50000			0.00037			-0.51668			0.000000E+000
246		0.50000			0.00037			-0.51668			0.000000E+000
247		0.50000			0.00037			-0.51668			0.000000E+000
248		0.50000			0.00037			-0.51668			0.000000E+000
249		0.50000			0.00037			-0.51668			0.000000E+000
250		0.50000			0.00037			-0.51668			0.000000E+000
251		0.50000			0.00037			-0.51668			0.000000E+000
252		0.50000			0.00037			-0.51668			0.000000E+000
253		0.50000			0.00037			-0.51668			0.000000E+000
254		0.50000			0.00037			-0.51668			0.000000E+000
255		0.50000			0.00037			-0.51668			0.000000E+000
256		0.50000			0.00037			-0.51668			0.000000E+000
257		0.50000			0.00037			-0.51668			0.000000E+000
258		0.50000			0.00037			-0.51668			0.000000E+000
259		0.50000			0.00037			-0.51668			0.000000E+000
260		0.50000			0.00037			-0.51668			0.000000E+000
261		0.50000			0.00037			-0.51668			0.000000E+000
262		0.50000			0.00037			-0.51668			0.000000E+000
263		0.50000			0.00037			-0.51668			0.000000E+000
264		0.50000			0.00037			-0.51668			0.000000E+000
265		0.50000			0.00037			-0.51668			0.000000E+000
266		0.50000			0.00037			-0.51668			0.000000E+000
267		0.50000			0.00037			-0.51668			0.000000E+000
268		0.50000			0.00037			-0.51668			0.000000E+000
269		0.50000			0.00037			-0.51668			0.000000E+000
270		0.50000			0.00037			-0.51668			0.000000E+000
271		0.50000			0.00037			-0.51668			0.000000E+000
272		0.50000			0.00037			-0.51668			0.000000E+000
273		0.50000			0.00037			-0.51668			0.000000E+000
274		0.50000			0.00037			-0.51668			0.000000E+000
275		0.50000			0.00037			-0.51668			0.000000E+000
276		0.50000			0.00037			-0.51668			0.000000E+000
277		0.50000			0.00037			-0.51668			0.000000E+000
278		0.50000			0.00037			-0.51668			0.000000E+000
279		0.50000			0.00037			-0.51668			0.000000E+000
280		0.50000			0.00037			-0.51668			0.000000E+000
281		0.50000			0.00037			-0.51668			0.000000E+000
282		0.50000			0.00037			-0.51668			0.000000E+000
283		0.50000			0.00037			-0.51668			0.000000E+000
284		0.50000			0.00037			-0.51668			0.000000E+000
285		0.50000			0.00037			-0.51668			0.000000E+000
286		0.50000			0.00037			-0.51668			0.000000E+000
287		0.50000			0.00037			-0.51668			0.000000E+000
288		0.50000			0.00037			-0.51668			0.000000E+000
289		0.50000			0.00037			-0.51668			0.000000E+000
290		0.50000			0.00037			-0.51668			0.000000E+000
291		0.50000			0.00037			-0.51668			0.000000E+000
292		0.50000			0.00037			-0.51668			0.000000E+000
293		0.50000			0.00037			-0.51668			0.000000E+000
294		0.50000			0.00037			-0.51668			0.000000E+000
295		0.50000			0.00037			-0.51668			0.000000E+000
296		0.50000			0.00037			-0.51668			0.000000E+000
297		0.50000			0.00037			-0.51668			0.000000E+000
298		0.50000			0.00037			-0.51668			0.000000E+000
299		0.50000			0.00037			-0.51668			0.000000E+000
300		0.50000			0.00037			-0.51668			0.000000E+000
301		0.50000			0.00037			-0.51668			0.000000E+000
302		0.50000			0.00037			-0.51668			0.000000E+000
303		0.50000			0.00037			-0.51668			0.000000E+000
304		0.50000			0.00037			-0.51668			0.000000E+000
305		0.50000			0.00037			-0.51668			0.000000E+000
306		0.50000			0.00037			-0.51668			0.000000E+000
307		0.50000			0.00037			-0.51668			0.000000E+000
308		0.50000			0.00037			-0.51668			0.000000E+000
309		0.50000			0.00037			-0.51668			0.000000E+000
310		0.50000			0.00037			-0.51668			0.000000E+000
311		0.50000			0.00037			-0.51668			0.000000E+000
312		0.50000			0.00037			-0.51668			0.000000E+000
313		0.50000			0.00037			-0.51668			0.000000E+000
314		0.50000			0.00037			-0.51668			0.000000E+000
315		0.50000			0.00037			-0.51668			0.000000E+000
316		0.50000			0.00037			-0.51668			0.000000E+000
317		0.50000			0.00037			-0.51668			0.000000E+000
318		0.50000			0.00037			-0.51668			0.000000E+000
319		0.50000			0.00037			-0.51668			0.000000E+000
320		0.50000			0.00037			-0.51668			0.000000E+000
321		0.50000			0.00037			-0.51668			0.000000E+000
322		0.50000			0.00037			-0.51668			0.000000E+000
323		0.50000			0.00037			-0.51668			0.000000E+000
324		0.50000			0.00037			-0.51668			0.000000E+000
325		0.50000			0.00037			-0.51668			0.000000E+000
326		0.50000			0.00037			-0.51668			0.000000E+000
327		0.50000			0.00037			-0.51668			0.000000E+000
328		0.50000			0.00037			-0.51668			0.000000E+000
329		0.50000			0.00037			-0.51668			0.000000E+000
330		0.50000			0.00037			-0.51668			0.000000E+000
331		0.50000			0.00037			-0.51668			0.000000E+000
332		0.50000			0.00037			-0.51668			0.000000E+000
333		0.50000			0.00037			-0.51668			0.000000E+000
334		0.50000			0.00037			-0.51668			0.000000E+000
335		0.50000			0.00037			-0.51668			0.000000E+000
336		0.50000			0.00037			-0.51668			0.000000E+000
337		0.50000			0.00037			-0.51668			0.000000E+000
338		0.50000			0.00037			-0.51668			0.000000E+000
339		0.50000			0.00037			-0.51668			0.000000E+000
340		0.50000			0.00037			-0.51668			0.000000E+000
341		0.50000			0.00037			-0.51668			0.000000E+000
342		0.50000			0.00037			-0.51668			0.000000E+000
343		0.50000			0.00037			-0.51668			0.000000E+000
344		0.50000			0.00037			-0.51668			0.000000E+000
345		0.50000			0.00037			-0.51668			0.000000E+000
346		0.50000			0.00037			-0.51668			0.000000E+000
347		0.50000			0.00037			-0.51668			0.000000E+000
348		0.50000			0.00037			-0.51668			0.000000E+000
349		0.50000			0.00037			-0.51668			0.000000E+000
350		0.50000			0.00037			-0.51668			0.000000E+000
351		0.50000			0.00037			-0.51668			0.000000E+000
352		0.50000			0.00037			-0.51668			0.000000E+000
353		0.50000			0.00037			-0.51668			0.000000E+000
354		0.50000			0.00037			-0.51668			0.000000E+000
355		0.50000			0.00037			-0.51668			0.000000E+000
356		0.50000			0.00037			-0.51668			0.000000E+000
357		0.50000			0.00037			-0.51668			0.000000E+000
358		0.50000			0.00037			-0.51668			0.000000E+000
359		0.50000			0.00037			-0.51668			0.000000E+000
360		0.50000			0.00037			-0.51668			0.000000E+000
361		0.50000			0.00037			-0.51668			0.000000E+000
362		0.50000			0.00037			-0.51668			0.000000E+000
363		0.50000			0.00037			-0.51668			0.000000E+000
364		0.50000			0.00037			-0.51668			0.000000E+000
365		0.50000			0.00037			-0.51668			0.000000E+000
366		0.50000			0.00037			-0.51668			0.000000E+000
367		0.50000			0.00037			-0.51668			0.000000E+000
368		0.50000			0.00037			-0.51668			0.000000E+000
369		0.50000			0.00037			-0.51668			0.000000E+000
370		0.50000			0.00037			-0.51668			0.000000E+000
371		0.50000			0.00037			-0.51668			0.000000E+000
372		0.50000			0.00037			-0.51668			0.000000E+000
373		0.50000			0.00037			-0.51668			0.000000E+000
374		0.50000			0.00037			-0.51668			0.000000E+000
375		0.50000			0.00037			-0.51668			0.000000E+000
376		0.50000			0.00037			-0.51668			0.000000E+000
377		0.50000			0.00037			-0.51668			0.000000E+000
378		0.50000			0.00037			-0.51668			0.000000E+000
379		0.50000			0.00037			-0.51668			0.000000E+000
380		0.50000			0.00037			-0.51668			0.000000E+000
381		0.50000			0.00037			-0.51668			0.000000E+000
382		0.50000			0.00037			-0.51668			0.000000E+000
383		0.50000			0.00037			-0.51668			0.000000E+000
384		0.50000			0.00037			-0.51668			0.000000E+000
385		0.50000			0.00037			-0.51668			0.000000E+000
386		0.50000			0.00037			-0.51668			0.000000E+000
387		0.50000			0.00037			-0.51668			0.000000E+000
388		0.50000			0.00037			-0.51668			0.000000E+000
389		0.50000			0.00037			-0.51668			0.000000E+000
390		0.50000			0.00037			-0.51668			0.000000E+000
391		0.50000			0.00037			-0.51668			0.000000E+000
392		0.50000			0.00037			-0.51668			0.000000E+000
393		0.50000			0.00037			-0.51668			0.000000E+000
394		0.50000			0.00037			-0.51668			0.000000E+000
395		0.50000			0.00037			-0.51668			0.000000E+000
396		0.50000			0.00037			-0.51668			0.000000E+000
397		0.50000			0.00037			-0.51668			0.000000E+000
398		0.50000			0.00037			-0.51668			0.000000E+000
399		0.50000			0.00037			-0.51668			0.000000E+000
400		0.50000			0.00037			-0.51668			0.000000E+000
401		0.50000			0.00037			-0.51668			0.000000E+000
402		0.50000			0.00037			-0.51668			0.000000E+000
403		0.50000			0.00037			-0.51668			0.000000E+000
404		0.50000			0.00037			-0.51668			0.000000E+000
405		0.50000			0.00037			-0.51668			0.000000E+000
406		0.50000			0.00037			-0.51668			0.000000E+000
407		0.50000			0.00037			-0.51668			0.000000E+000
408		0.50000			0.00037			-0.51668			0.000000E+000
409		0.50000			0.00037			-0.51668			0.000000E+000
410		0.50000			0.00037			-0.51668			0.000000E+000
411		0.50000			0.00037			-0.51668			0.000000E+000
412		0.50000			0.00037			-0.51668			0.000000E+000
413		0.50000			0.00037			-0.51668			0.000000E+000
414		0.50000			0.00037			-0.51668			0.000000E+000
415		0.50000			0.00037			-0.51668			0.000000E+000
416		0.50000			0.00037			-0.51668			0.000000E+000
417		0.50000			0.00037			-0.51668			0.000000E+000
418		0.50000			0.00037			-0.51668			0.000000E+000
419		0.50000			0.00037			-0.51668			0.000000E+000
420		0.50000			0.00037			-0.51668			0.000000E+000
421		0.50000			0.00037			-0.51668			0.000000E+000
422		0.50000			0.00037			-0.51668			0.000000E+000
423		0.50000			0.00037			-0.51668			0.000000E+000
424		0.50000			0.00037			-0.51668			0.000000E+000
425		0.50000			0.00037			-0.51668			0.000000E+000
426		0.50000			0.00037			-0.51668			0.000000E+000
427		0.50000			0.00037			-0.51668			0.000000E+000
428		0.50000			0.00037			-0.51668			0.000000E+000
429		0.50000			0.00037			-0.51668			0.000000E+000
430		0.50000			0.00037			-0.51668			0.000000E+000
431		0.50000			0.00037			-0.51668			0.000000E+000
432		0.50000			0.00037			-0.51668			0.000000E+000
433		0.50000			0.00037			-0.51668			0.000000E+000
434		0.50000			0.00037			-0.51668			0.000000E+000
435		0.50000			0.00037			-0.51668			0.000000E+000
436		0.50000			0.00037			-0.51668			0.000000E+000
437		0.50000			0.00037			-0.51668			0.000000E+000
438		0.50000			0.00037			-0.51668			0.000000E+000
439		0.50000			0.00037			-0.51668			0.000000E+000
440		0.50000			0.00037			-0.51668			0.000000E+000
441		0.50000			0.00037			-0.51668			0.000000E+000
442		0.50000			0.00037			-0.51668			0.000000E+000
443		0.50000			0.00037			-0.51668			0.000000E+000
444		0.50000			0.00037			-0.51668			0.000000E+000
445		0.50000			0.00037			-0.51668			0.000000E+000
446		0.50000			0.00037			-0.51668			0.000000E+000
447		0.50000			0.00037			-0.51668			0.000000E+000
448		0.50000			0.00037			-0.51668			0.000000E+000
449		0.50000			0.00037			-0.51668			0.000000E+000
450		0.50000			0.00037			-0.51668			0.000000E+000
451		0.50000			0.00037			-0.51668			0.000000E+000
452		0.50000			0.00037			-0.51668			0.000000E+000
453		0.50000			0.00037			-0.51668			0.000000E+000
454		0.50000			0.00037			-0.51668			0.000000E+000
455		0.50000			0.00037			-0.51668			0.000000E+000
456		0.50000			0.00037			-0.51668			0.000000E+000
457		0.50000			0.00037			-0.51668			0.000000E+000
458		0.50000			0.00037			-0.51668			0.000000E+000
459		0.50000			0.00037			-0.51668			0.000000E+000
460		0.50000			0.00037			-0.51668			0.000000E+000
461		0.50000			0.00037			-0.51668			0.000000E+000
462		0.50000			0.00037			-0.51668			0.000000E+000
463		0.50000			0.00037			-0.51668			0.000000E+000
464		0.50000			0.00037			-0.51668			0.000000E+000
465		0.50000			0.00037			-0.51668			0.000000E+000
466		0.50000			0.00037			-0.51668			0.000000E+000
467		0.50000			0.00037			-0.51668			0.000000E+000
468		0.50000			0.00037			-0.51668			0.000000E+000
469		0.50000			0.00037			-0.51668			0.000000E+000
470		0.50000			0.00037			-0.51668			0.000000E+000
471		0.50000			0.00037			-0.51668			0.000000E+000
472		0.50000			0.00037			-0.51668			0.000000E+000
473		0.50000			0.00037			-0.51668			0.000000E+000
474		0.50000			0.00037			-0.51668			0.000000E+000
475		0.50000			0.00037			-0.51668			0.000000E+000
476		0.50000			0.00037			-0.51668			0.000000E+000
477		0.50000			0.00037			-0.51668			0.000000E+000
478		0.50000			0.00037			-0.51668			0.000000E+000
479		0.50000			0.00037			-0.51668			0.000000E+000
480		0.50000			0.00037			-0.51668			0.000000E+000
481		0.50000			0.00037			-0.51668			0.000000E+000
482		0.50000			0.00037			-0.51668			0.000000E+000
483		0.50000			0.00037			-0.51668			0.000000E+000
484		0.50000			0.00037			-0.51668			0.000000E+000
485		0.50000			0.00037			-0.51668			0.000000E+000
486		0.50000			0.00037			-0.51668			0.000000E+000
487		0.50000			0.00037			-0.51668			0.000000E+000
488		0.50000			0.00037			-0.51668			0.000000E+000
489		0.50000			0.00037			-0.51668			0.000000E+000
490		0.50000			0.00037			-0.51668			0.000000E+000
491		0.50000			0.00037			-0.51668			0.000000E+000
492		0.50000			0.00037			-0.51668			0.000000E+000
493		0.50000			0.00037			-0.51668			0.000000E+000
494		0.50000			0.00037			-0.51668			0.000000E+000
495		0.50000			0.00037			-0.51668			0.000000E+000
496		0.50000			0.00037			-0.51668			0.000000E+000
497		0.50000			0.00037			-0.51668			0.000000E+000
498		0.50000			0.00037			-0.51668			0.000000E+000
499		0.50000			0.00037			-0.51668			0.000000E+000
500		0.50000			0.00037			-0.51668			0.000000E+000
501		0.50000			0.00037			-0.51668			0.000000E+000
502		0.50000			0.00037			-0.51668			0.000000E+000
503		0.50000			0.00037			-0.51668			0.000000E+000
504		0.50000			0.00037			-0.51668			0.000000E+000
505		0.50000			0.00037			-0.51668			0.000000E+000
506		0.50000			0.00037			-0.51668			0.000000E+000
507		0.50000			0.00037			-0.51668			0.000000E+000
508		0.50000			0.00037			-0.51668			0.000000E+000
509		0.50000			0.00037			-0.51668			0.000000E+000
510		0.50000			0.00037			-0.51668			0.000000E+000
511		0.50000			0.00037			-0.51668			0.000000E+000
512		0.50000			0.00037			-0.51668			0.000000E+000
513		0.50000			0.00037			-0.51668			0.000000E+000
514		0.50000			0.00037			-0.51668			0.000000E+000
515		0.50000			0.00037			-0.51668			0.000000E+000
516		0.50000			0.00037			-0.51668			0.000000E+000
517		0.50000			0.00037			-0.51668			0.000000E+000
518		0.50000			0.00037			-0.51668			0.000000E+000
519		0.50000			0.00037			-0.51668			0.000000E+000
520		0.50000			0.00037			-0.51668			0.000000E+000
521		0.50000			0.00037			-0.51668			0.000000E+000
522		0.50000			0.00037			-0.51668			0.000000E+000
523		0.50000			0.00037			-0.51668			0.000000E+000
524		0.50000			0.00037			-0.51668			0.000000E+000
525		0.50000			0.00037			-0.51668			0.000000E+000
526		0.50000			0.00037			-0.51668			0.000000E+000
527		0.50000			0.00037			-0.51668			0.000000E+000
528		0.50000			0.00037			-0.51668			0.000000E+000
529		0.50000			0.00037			-0.51668			0.000000E+000
530		0.50000			0.00037			-0.51668			0.000000E+000
531		0.50000			0.00037			-0.51668			0.000000E+000
532		0.50000			0.00037			-0.51668			0.000000E+000
533		0.50000			0.00037			-0.51668			0.000000E+000
534		0.50000			0.00037			-0.51668			0.000000E+000
535		0.50000			0.00037			-0.51668			0.000000E+000
536		0.50000			0.00037			-0.51668			0.000000E+000
537		0.50000			0.00037			-0.51668			0.000000E+000
